date_delivered_year,date_sort_year,author_group,citation_title,affiliation_country,affiliation_city,affiliation_organization,corresponding_author_given_name,corresponding_author_surname,corresponding_author_indexed_name,citation_language,source_country,source_publication_year,source_publisher_name,classificationgroup,dbcollection,ref_count,reference,affiliation,coverDate,aggregationType,author,publicationName,citedby_count,title,publisher,subject_area,abstract_language
2024,2024,Unknown,"Effects of Betaine Supplementation on Heat Stress-associated Blood Metabolites, Antioxidant Profiles and Milk Production in Dairy Cows",Egypt,Kafr el-Sheikh,Faculty of Veteinary Medicine,Unknown,Unknown,Elhendawy W.,Unknown,Egypt,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Faculty of Veteinary Medicine', 'affiliation-city': 'Kafr el-Sheikh', 'affiliation-country': 'Egypt'}]",2025-04-01,Journal,Elhendawy W.,Egyptian Journal of Veterinary Science(Egypt),0,"Effects of Betaine Supplementation on Heat Stress-associated Blood Metabolites, Antioxidant Profiles and Milk Production in Dairy Cows",Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,Comparison Between Omental and Hypericum Perforatum Extracts on Healing of Full Thickness Excisional Skin Wounds in Rabbits,Iraq,Duhok,University of Duhok,Unknown,Unknown,Alnajjar M.S.M.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Duhok', 'affiliation-city': 'Duhok', 'affiliation-country': 'Iraq'}]",2025-04-01,Journal,Alnajjar M.S.M.,Egyptian Journal of Veterinary Science(Egypt),0,Comparison Between Omental and Hypericum Perforatum Extracts on Healing of Full Thickness Excisional Skin Wounds in Rabbits,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,"Prevalence of Mycoplasma bovis in Cattle in Nineveh Governorate, Iraq",Iraq,Mosul,University of Mosul,Unknown,Unknown,Al-Azow K.A.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Mosul', 'affiliation-city': 'Mosul', 'affiliation-country': 'Iraq'}]",2025-04-01,Journal,Al-Azow K.A.,Egyptian Journal of Veterinary Science(Egypt),0,"Prevalence of Mycoplasma bovis in Cattle in Nineveh Governorate, Iraq",Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,Impact of Both Growth Hormone and Gonadotropin Releasing Hormone on Puberty Based on Serum Progesterone and Insulin-Like Growth Factor-1 Level in Iraqi local Breed Ewe Lambs,Iraq,Baghdad,University of Baghdad,Unknown,Unknown,Alrawy I.Y.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Baghdad', 'affiliation-city': 'Baghdad', 'affiliation-country': 'Iraq'}]",2025-04-01,Journal,Alrawy I.Y.,Egyptian Journal of Veterinary Science(Egypt),2,Impact of Both Growth Hormone and Gonadotropin Releasing Hormone on Puberty Based on Serum Progesterone and Insulin-Like Growth Factor-1 Level in Iraqi local Breed Ewe Lambs,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,A meta-analysis of Preclinical Studies About The Effect of Spray-dried Porcine Plasma on Microbiota Composition,Kyrgyzstan,Osh,Osh State University,Unknown,Unknown,Abdykerimovna M.A.,Unknown,Kyrgyzstan,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Osh State University', 'affiliation-city': 'Osh', 'affiliation-country': 'Kyrgyzstan'}]",2025-04-01,Journal,Abdykerimovna M.A.,Egyptian Journal of Veterinary Science(Egypt),0,A meta-analysis of Preclinical Studies About The Effect of Spray-dried Porcine Plasma on Microbiota Composition,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,Molecular Characterization of Avian Mycoplasma with Special Reference to Antibiotic Sensitivity in Egypt,Egypt,Kafr el-Sheikh,Faculty of Veteinary Medicine,Unknown,Unknown,Hider N.M.,Unknown,Egypt,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Faculty of Veteinary Medicine', 'affiliation-city': 'Kafr el-Sheikh', 'affiliation-country': 'Egypt'}]",2025-04-01,Journal,Hider N.M.,Egyptian Journal of Veterinary Science(Egypt),0,Molecular Characterization of Avian Mycoplasma with Special Reference to Antibiotic Sensitivity in Egypt,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,Diagnosis of Subclinical Staphylococcal Aureus Bovine Mastitis Using Nanotechnology-Based Techniques,Egypt,Giza,National Research Centre,Unknown,Unknown,Gad W.A.,Unknown,Egypt,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'National Research Centre', 'affiliation-city': 'Giza', 'affiliation-country': 'Egypt'}]",2025-04-01,Journal,Gad W.A.,Egyptian Journal of Veterinary Science(Egypt),0,Diagnosis of Subclinical Staphylococcal Aureus Bovine Mastitis Using Nanotechnology-Based Techniques,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,"Occurrence and potential risks of organophosphate esters in agricultural soils: A case study of Fuzhou City, Southeast China",China,Fuzhou,Fujian Normal University,Unknown,Unknown,Wang T.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Fujian Normal University', 'affiliation-city': 'Fuzhou', 'affiliation-country': 'China'}]",2025-04-01,Journal,Wang T.,Journal of Environmental Sciences (China),0,"Occurrence and potential risks of organophosphate esters in agricultural soils: A case study of Fuzhou City, Southeast China",Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Inhibition mechanisms of perchlorate on the photosynthesis of cyanobacterium Synechocystis sp. PCC6803: Insights from physiology and transcriptome analysis,China,Beijing,University of Chinese Academy of Sciences,Unknown,Unknown,Zhang X.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Hydrobiology, Chinese Academy of Sciences', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",2025-04-01,Journal,Zhang X.,Journal of Environmental Sciences (China),0,Inhibition mechanisms of perchlorate on the photosynthesis of cyanobacterium Synechocystis sp. PCC6803: Insights from physiology and transcriptome analysis,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Efficiency and mechanism of controlling phosphorus release from sediment using a biological aluminum-based P-inactivation agent,China,Quanzhou,Huaqiao University,Unknown,Unknown,Chen C.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Huaqiao University', 'affiliation-city': 'Quanzhou', 'affiliation-country': 'China'}]",2025-04-01,Journal,Chen C.,Journal of Environmental Sciences (China),0,Efficiency and mechanism of controlling phosphorus release from sediment using a biological aluminum-based P-inactivation agent,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,T-2 toxin induces cardiac fibrosis by causing metabolic disorders and up-regulating Sirt3/FoxO3α/MnSOD signaling pathway-mediated oxidative stress,China,Xi'an,School of Basic Medical Sciences,Unknown,Unknown,Qiao L.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'School of Basic Medical Sciences', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Key Laboratory for Disease Prevention and Control and Health Promotion of Shaanxi Province', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",2025-04-01,Journal,Qiao L.,Journal of Environmental Sciences (China),2,T-2 toxin induces cardiac fibrosis by causing metabolic disorders and up-regulating Sirt3/FoxO3α/MnSOD signaling pathway-mediated oxidative stress,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,"Monitoring bloom-forming Aphanizomenon using environmental DNA metabarcoding: Method development, validation, and field application",China,Harbin,Northeast Agricultural University,Unknown,Unknown,Sun D.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Northeast Agricultural University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Research Center for Eco-Environmental Sciences Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-04-01,Journal,Sun D.,Journal of Environmental Sciences (China),0,"Monitoring bloom-forming Aphanizomenon using environmental DNA metabarcoding: Method development, validation, and field application",Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,UV-aging reduces the effects of biodegradable microplastics on soil sulfamethoxazole degradation and sul genes development,China,Beijing,University of Chinese Academy of Sciences,Unknown,Unknown,Sun X.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-04-01,Journal,Sun X.,Journal of Environmental Sciences (China),0,UV-aging reduces the effects of biodegradable microplastics on soil sulfamethoxazole degradation and sul genes development,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Effects of reductive soil disinfestation on potential pathogens and antibiotic resistance genes in soil,China,Beijing,University of Chinese Academy of Sciences,Unknown,Unknown,Duan H.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Research Center for Eco-Environmental Sciences Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-04-01,Journal,Duan H.,Journal of Environmental Sciences (China),5,Effects of reductive soil disinfestation on potential pathogens and antibiotic resistance genes in soil,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Proteomic insights from extracellular vesicles into the molecular mechanisms of health effects induced by Per- and polyfluoroalkyl substances,China,Beijing,University of Chinese Academy of Sciences,Unknown,Unknown,Li Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-04-01,Journal,Li Y.,Journal of Environmental Sciences (China),0,Proteomic insights from extracellular vesicles into the molecular mechanisms of health effects induced by Per- and polyfluoroalkyl substances,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Associations of polycyclic aromatic hydrocarbons exposure with serum uric acid and hyperuricemia in US adults: The role of systemic inflammation,China,Wuhan,Tongji Medical College of Huazhong University of Science and Technology,Unknown,Unknown,Liu Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tongji Medical College of Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",2025-04-01,Journal,Liu Y.,Journal of Environmental Sciences (China),2,Associations of polycyclic aromatic hydrocarbons exposure with serum uric acid and hyperuricemia in US adults: The role of systemic inflammation,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Characterization and function of particulate organic matter: Evidence from lakes undergoing ecological restoration,China,Beijing,Chinese Academy of Sciences,Unknown,Unknown,Zhang L.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Lanzhou Jiaotong University', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}]",2025-04-01,Journal,Zhang L.,Journal of Environmental Sciences (China),1,Characterization and function of particulate organic matter: Evidence from lakes undergoing ecological restoration,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Role of per- and polyfluoroalkyl substances in the cardiorenal system: Unraveling crosstalk from the network of pollutants and phenotypes,China,Beijing,Chinese Academy of Medical Sciences &amp; Peking Union Medical College,Unknown,Unknown,Yang M.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Chinese Academy of Medical Sciences &amp; Peking Union Medical College', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences &amp; Peking Union Medical College', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-04-01,Journal,Yang M.,Journal of Environmental Sciences (China),0,Role of per- and polyfluoroalkyl substances in the cardiorenal system: Unraveling crosstalk from the network of pollutants and phenotypes,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Photochemical properties and toxicity of fluoroquinolone antibiotics impacted by complexation with metal ions in different pH solutions,United Kingdom,Lancaster,Lancaster Environment Centre,Unknown,Unknown,Cao S.,Unknown,United Kingdom,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Lancaster Environment Centre', 'affiliation-city': 'Lancaster', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Shaanxi University of Science and Technology', 'affiliation-city': 'Xinyang', 'affiliation-country': 'China'}]",2025-04-01,Journal,Cao S.,Journal of Environmental Sciences (China),2,Photochemical properties and toxicity of fluoroquinolone antibiotics impacted by complexation with metal ions in different pH solutions,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Comparing the benthic nitrogenase activity and diazotrophic community assembly of three large river-connected freshwater lakes in eastern China,China,Nanjing,Nanjing Institute of Geography and Limnology Chinese Academy of Sciences,Unknown,Unknown,Tian L.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Nanjing Institute of Geography and Limnology Chinese Academy of Sciences', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",2025-04-01,Journal,Tian L.,Journal of Environmental Sciences (China),1,Comparing the benthic nitrogenase activity and diazotrophic community assembly of three large river-connected freshwater lakes in eastern China,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Denitrification enhanced by composite carbon sources in AAO- biofilter: Efficiency and metagenomics research,China,Beijing,Chinese Research Academy of Environmental Sciences,Unknown,Unknown,Guo F.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Chinese Research Academy of Environmental Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-04-01,Journal,Guo F.,Journal of Environmental Sciences (China),1,Denitrification enhanced by composite carbon sources in AAO- biofilter: Efficiency and metagenomics research,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Combination of electrochemical advanced oxidation and biotreatment for wastewater treatment and soil remediation,China,Changsha,Hunan Agricultural University,Unknown,Unknown,Zeng W.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Hunan Agricultural University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]",2025-04-01,Journal,Zeng W.,Journal of Environmental Sciences (China),6,Combination of electrochemical advanced oxidation and biotreatment for wastewater treatment and soil remediation,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Amino-modified IONPs potentiates ferroptotic cell death due to the release of Fe ion in the lysosome,China,Jinan,Shandong First Medical University &amp; Shandong Academy of Medical Sciences,Unknown,Unknown,Qi Z.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Shandong First Medical University &amp; Shandong Academy of Medical Sciences', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Research Center for Eco-Environmental Sciences Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-04-01,Journal,Qi Z.,Journal of Environmental Sciences (China),1,Amino-modified IONPs potentiates ferroptotic cell death due to the release of Fe ion in the lysosome,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Seasonal changes of chemodiversity along with microbial succession in a municipal wastewater treatment plant,China,Nanning,Guangxi University,Unknown,Unknown,Cui Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Guangxi University', 'affiliation-city': 'Nanning', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Research Center for Eco-Environmental Sciences Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-04-01,Journal,Cui Y.,Journal of Environmental Sciences (China),3,Seasonal changes of chemodiversity along with microbial succession in a municipal wastewater treatment plant,Journal of Environmental Sciences (China),"[{'@_fa': 'true', '@code': '2305', '@abbrev': 'ENVI', '$': 'Environmental Engineering'}, {'@_fa': 'true', '@code': '2300', '@abbrev': 'ENVI', '$': 'Environmental Science (all)'}, {'@_fa': 'true', '@code': '2304', '@abbrev': 'ENVI', '$': 'Environmental Chemistry'}]",Unknown
2024,2024,Unknown,Artificial intelligence technologies for color matching cosmetics in dermatology: a systematic review focusing on OCA2 gene direct-to-consumer genetic testing,South Korea,Seoul,"Dongguk University, Seoul",Unknown,Unknown,Lee J.,Unknown,South Korea,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Dongguk University, Seoul', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",2025-03-30,Journal,Lee J.,Journal of Medical Artificial Intelligence,0,Artificial intelligence technologies for color matching cosmetics in dermatology: a systematic review focusing on OCA2 gene direct-to-consumer genetic testing,Journal of Medical Artificial Intelligence,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,"Travails of Abduction, Adoption, and Migration: Retelling the Myth of Sita in Bharti Kirchner’s Shiva Dancing",India,Vellore,Vellore Institute of Technology,Unknown,Unknown,Rajkumar S.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Vellore Institute of Technology', 'affiliation-city': 'Vellore', 'affiliation-country': 'India'}]",2025-03-30,Journal,Rajkumar S.,International Journal of Literary Humanities,0,"Travails of Abduction, Adoption, and Migration: Retelling the Myth of Sita in Bharti Kirchner’s Shiva Dancing",International Journal of Literary Humanities,"[{'@_fa': 'true', '@code': '1208', '@abbrev': 'ARTS', '$': 'Literature and Literary Theory'}]",Unknown
2024,2024,Unknown,An industrial-grade Nicotiana benthamiana line for the production of glycoproteins carrying fucose-free galactosylated N-glycans,Austria,Graz,Austrian Centre of Industrial Biotechnology GmbH,Unknown,Unknown,Kogelmann B.,Unknown,Austria,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Austrian Centre of Industrial Biotechnology GmbH', 'affiliation-city': 'Graz', 'affiliation-country': 'Austria'}, {'@_fa': 'true', 'affilname': 'BOKU University', 'affiliation-city': 'Vienna', 'affiliation-country': 'Austria'}]",2025-03-25,Journal,Kogelmann B.,New Biotechnology,0,An industrial-grade Nicotiana benthamiana line for the production of glycoproteins carrying fucose-free galactosylated N-glycans,New Biotechnology,"[{'@_fa': 'true', '@code': '1305', '@abbrev': 'BIOC', '$': 'Biotechnology'}, {'@_fa': 'true', '@code': '1502', '@abbrev': 'CENG', '$': 'Bioengineering'}, {'@_fa': 'true', '@code': '1312', '@abbrev': 'BIOC', '$': 'Molecular Biology'}]",Unknown
