,references_count,citations_count,title,author,doi
231,0.0,7.0,"Author Correction: Expert assessment of future vulnerability of the global peatland carbon sink (Nature Climate Change, (2021), 11, 1, (70-77), 10.1038/s41558-020-00944-0)","[{'preferred-name': {'ce:given-name': 'J.', 'ce:initials': 'J.', 'ce:surname': 'Loisel', 'ce:indexed-name': 'Loisel J.'}, '@seq': '1', 'ce:initials': 'J.', '@_fa': 'true', 'affiliation': {'@id': '60020547', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60020547'}, 'ce:surname': 'Loisel', '@auid': '24080605900', 'author-url': 'https://api.elsevier.com/content/author/author_id/24080605900', 'ce:indexed-name': 'Loisel J.'}]",10.1038/s41558-021-00991-1
232,0.0,0.0,Special issue with selected papers from the 12th international symposium on applied plasma science (ISAPS 2019),"[{'ce:given-name': 'Akira', 'preferred-name': {'ce:given-name': 'Akira', 'ce:initials': 'A.', 'ce:surname': 'Kobayashi', 'ce:indexed-name': 'Kobayashi A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Kobayashi', '@auid': '57191896806', 'author-url': 'https://api.elsevier.com/content/author/author_id/57191896806', 'ce:indexed-name': 'Kobayashi A.'}]",10.1016/j.vacuum.2021.110055
233,,,"Corrigendum to “Antibacterial spectrum of synthetic herbal-based polyphenols against Vibrio parahaemolyticus isolated from diseased Pacific whiteleg shrimp (Penaeus vannamei) in Thailand”: [Aquaculture, Volume 533 (2021), Available online 21 October 2020, 736070] (Aquaculture (2021) 533, (S004484862031872X), (10.1016/j.aquaculture.2020.736070))","[{'ce:given-name': 'Tran Huu', 'preferred-name': {'ce:given-name': 'Tran Huu', 'ce:initials': 'T.H.', 'ce:surname': 'Tinh', 'ce:indexed-name': 'Tinh T.H.'}, '@seq': '1', 'ce:initials': 'T.H.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Tinh', '@auid': '57215591452', 'author-url': 'https://api.elsevier.com/content/author/author_id/57215591452', 'ce:indexed-name': 'Tinh T.H.'}]",10.1016/j.aquaculture.2020.736312
234,24.0,51.0,Preventing the next pandemic: the power of a global viral surveillance network,"[{'ce:given-name': 'Dennis', 'preferred-name': {'ce:given-name': 'Dennis', 'ce:initials': 'D.', 'ce:surname': 'Carroll', 'ce:indexed-name': 'Carroll D.'}, '@seq': '1', 'ce:initials': 'D.', '@_fa': 'true', 'affiliation': {'@id': '120572331', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/120572331'}, 'ce:surname': 'Carroll', '@auid': '8675993000', 'author-url': 'https://api.elsevier.com/content/author/author_id/8675993000', 'ce:indexed-name': 'Carroll D.'}]",10.1136/bmj.n485
235,109.0,30.0,Q-Meter: Quality Monitoring System for Telecommunication Services Based on Sentiment Analysis Using Deep Learning,"[{'ce:given-name': 'Samuel', 'preferred-name': {'ce:given-name': 'Samuel', 'ce:initials': 'S.', 'ce:surname': 'Terra Vieira', 'ce:indexed-name': 'Terra Vieira S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60017841', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60017841'}, 'ce:surname': 'Terra Vieira', '@auid': '57222729082', 'author-url': 'https://api.elsevier.com/content/author/author_id/57222729082', 'ce:indexed-name': 'Terra Vieira S.'}]",10.3390/s21051880
236,0.0,0.0,Magnesium Oxide-Catalyzed Conversion of Chitin to Lactic Acid,"[{'ce:given-name': 'Kodchakon', 'preferred-name': {'ce:given-name': 'Kodchakon', 'ce:initials': 'K.', 'ce:surname': 'Kun-Asa', 'ce:indexed-name': 'Kun-Asa K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': [{'@id': '60024621', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60024621'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}], 'ce:surname': 'Kun-Asa', '@auid': '57197711598', 'author-url': 'https://api.elsevier.com/content/author/author_id/57197711598', 'ce:indexed-name': 'Kun-Asa K.'}]",10.1002/open.202100018
237,,,Energy and environment - An introduction,"[{'ce:given-name': 'Giang Minh', 'preferred-name': {'ce:given-name': 'Giang Minh', 'ce:initials': 'G.M.', 'ce:surname': 'Hoang', 'ce:indexed-name': 'Hoang G.M.'}, '@seq': '1', 'ce:initials': 'G.M.', '@_fa': 'true', 'affiliation': {'@id': '60071395', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60071395'}, 'ce:surname': 'Hoang', '@auid': '57201072500', 'author-url': 'https://api.elsevier.com/content/author/author_id/57201072500', 'ce:indexed-name': 'Hoang G.M.'}]",10.1007/s11356-021-12854-5
238,0.0,2.0,"Author Correction: Implications of TP53 allelic state for genome stability, clinical presentation and outcomes in myelodysplastic syndromes (Nature Medicine, (2020), 26, 10, (1549-1556), 10.1038/s41591-020-1008-z)","[{'ce:given-name': 'Elsa', 'preferred-name': {'ce:given-name': 'Elsa', 'ce:initials': 'E.', 'ce:surname': 'Bernard', 'ce:indexed-name': 'Bernard E.'}, '@seq': '1', 'ce:initials': 'E.', '@_fa': 'true', 'affiliation': [{'@id': '60009343', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60009343'}, {'@id': '60009343', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60009343'}], 'ce:surname': 'Bernard', '@auid': '56355314600', 'author-url': 'https://api.elsevier.com/content/author/author_id/56355314600', 'ce:indexed-name': 'Bernard E.'}]",10.1038/s41591-021-01253-5
239,,,"Corrigendum to “Further terpenoids from Euphorbia tirucalli” [Fitoterapia 135 (2019) 44–51]. (Fitoterapia (2019) 135 (44–51), (S0367326X19304411), (10.1016/j.fitote.2019.04.001))","[{'ce:given-name': 'Thuc-Huy', 'preferred-name': {'ce:given-name': 'Thuc Huy', 'ce:initials': 'T.H.', 'ce:surname': 'Duong', 'ce:indexed-name': 'Duong T.H.'}, '@seq': '1', 'ce:initials': 'T.-H.', '@_fa': 'true', 'affiliation': [{'@id': '60078563', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60078563'}, {'@id': '60078563', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60078563'}], 'ce:surname': 'Duong', '@auid': '56464742700', 'author-url': 'https://api.elsevier.com/content/author/author_id/56464742700', 'ce:indexed-name': 'Duong T.-H.'}]",10.1016/j.fitote.2020.104825
240,,,"Erratum to ‘Effect of strontium and zirconium doped barium cerate on the performance of proton ceramic electrolyser cell for syngas production from carbon dioxide and steam’ [Int J Hydrogen Energy 44 (2019) 20634–20640] (International Journal of Hydrogen Energy (2019) 44(37) (20634–20640), (S0360319918323450), (10.1016/j.ijhydene.2018.07.121))","[{'preferred-name': {'ce:given-name': 'J.', 'ce:initials': 'J.', 'ce:surname': 'Sarabut', 'ce:indexed-name': 'Sarabut J.'}, '@seq': '1', 'ce:initials': 'J.', '@_fa': 'true', 'affiliation': {'@id': '60012718', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60012718'}, 'ce:surname': 'Sarabut', '@auid': '57203394003', 'author-url': 'https://api.elsevier.com/content/author/author_id/57203394003', 'ce:indexed-name': 'Sarabut J.'}]",10.1016/j.ijhydene.2021.01.017
241,,,"Corrigendum: The Expression of Proteins Related to Serotonin Pathway in Pulmonary Arteries of Dogs Affected With Pulmonary Hypertension Secondary to Degenerative Mitral Valve Disease (Front. Vet. Sci, (2020), 7, (612130), 10.3389/fvets.2020.612130)","[{'ce:given-name': 'Siriwan', 'preferred-name': {'ce:given-name': 'Siriwan', 'ce:initials': 'S.', 'ce:surname': 'Sakarin', 'ce:indexed-name': 'Sakarin S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Sakarin', '@auid': '57057836300', 'author-url': 'https://api.elsevier.com/content/author/author_id/57057836300', 'ce:indexed-name': 'Sakarin S.'}]",10.3389/fvets.2021.655751
242,0.0,0.0,Unusual type of diabetes: Fibrocalculous pancreatic diabetes,"[{'ce:given-name': 'Natnicha', 'preferred-name': {'ce:given-name': 'Natnicha', 'ce:initials': 'N.', 'ce:surname': 'Houngngam', 'ce:indexed-name': 'Houngngam N.'}, '@seq': '1', 'ce:initials': 'N.', '@_fa': 'true', 'affiliation': {'@id': '60022183', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60022183'}, 'ce:surname': 'Houngngam', '@auid': '26428121900', 'author-url': 'https://api.elsevier.com/content/author/author_id/26428121900', 'ce:indexed-name': 'Houngngam N.'}]",10.11604/pamj.2021.38.116.21663
243,51.0,10.0,Sex difference in the mouse BAT transcriptome reveals a role of progesterone,"[{'ce:given-name': 'Kasiphak', 'preferred-name': {'ce:given-name': 'Kasiphak', 'ce:initials': 'K.', 'ce:surname': 'Kaikaew', 'ce:indexed-name': 'Kaikaew K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': [{'@id': '60032114', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60032114'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}], 'ce:surname': 'Kaikaew', '@auid': '57186659000', 'author-url': 'https://api.elsevier.com/content/author/author_id/57186659000', 'ce:indexed-name': 'Kaikaew K.'}]",10.1530/JME-20-0210
244,,,Association of Cerebral Small Vessel Disease and Cognitive Decline After Intracerebral Hemorrhage,"[{'ce:given-name': 'Marco', 'preferred-name': {'ce:given-name': 'Marco', 'ce:initials': 'M.', 'ce:surname': 'Pasi', 'ce:indexed-name': 'Pasi M.'}, '@seq': '1', 'ce:initials': 'M.', '@_fa': 'true', 'affiliation': {'@id': '60104665', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60104665'}, 'ce:surname': 'Pasi', '@auid': '54893884400', 'author-url': 'https://api.elsevier.com/content/author/author_id/54893884400', 'ce:indexed-name': 'Pasi M.'}]",10.1212/WNL.0000000000011050
245,30.0,12.0,A multi-location peak parking approach for calculation of second dimensional retention indices for improved volatile compound identification with cryogen-free comprehensive heart-cut two-dimensional gas chromatography,"[{'ce:given-name': 'Pannipa', 'preferred-name': {'ce:given-name': 'Pannipa', 'ce:initials': 'P.', 'ce:surname': 'Janta', 'ce:indexed-name': 'Janta P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Janta', '@auid': '57219933697', 'author-url': 'https://api.elsevier.com/content/author/author_id/57219933697', 'ce:indexed-name': 'Janta P.'}]",10.1039/d0ay01976c
246,44.0,19.0,Testing Sex-Biased Admixture Origin of Macaque Species Using Autosomal and X-Chromosomal Genomic Sequences,"[{'ce:given-name': 'Naoki', 'preferred-name': {'ce:given-name': 'Naoki', 'ce:initials': 'N.', 'ce:surname': 'Osada', 'ce:indexed-name': 'Osada N.'}, '@seq': '1', 'ce:initials': 'N.', '@_fa': 'true', 'affiliation': [{'@id': '60014652', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60014652'}, {'@id': '60014652', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60014652'}], 'ce:surname': 'Osada', '@auid': '7007004085', 'author-url': 'https://api.elsevier.com/content/author/author_id/7007004085', 'ce:indexed-name': 'Osada N.'}]",10.1093/gbe/evaa209
247,0.0,3.0,Love and Friendship Across Cultures: Perspectives from East and West,"[{'ce:given-name': 'Soraj', 'preferred-name': {'ce:given-name': 'Soraj', 'ce:initials': 'S.', 'ce:surname': 'Hongladarom', 'ce:indexed-name': 'Hongladarom S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '129308411', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/129308411'}], 'ce:degrees': 'Prof.', 'ce:surname': 'Hongladarom', '@auid': '6602195292', 'author-url': 'https://api.elsevier.com/content/author/author_id/6602195292', 'ce:indexed-name': 'Hongladarom S.'}]",10.1007/978-981-33-4834-9
248,0.0,0.0,Preface,"[{'ce:given-name': 'Chloé', 'preferred-name': {'ce:given-name': 'Chloé', 'ce:initials': 'C.', 'ce:surname': 'Braud', 'ce:indexed-name': 'Braud C.'}, '@seq': '1', 'ce:initials': 'C.', '@_fa': 'true', 'affiliation': {'@id': '60008134', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60008134'}, 'ce:surname': 'Braud', '@auid': '56455062300', 'author-url': 'https://api.elsevier.com/content/author/author_id/56455062300', 'ce:indexed-name': 'Braud C.'}]",
249,30.0,16.0,Disparity between knowledge and practice regarding COVID-19 in Thailand: A cross-sectional study of older adults,"[{'ce:given-name': 'Paolo Miguel Manalang', 'preferred-name': {'ce:given-name': 'Paolo Miguel Manalang', 'ce:initials': 'P.M.M.', 'ce:surname': 'Vicerra', 'ce:indexed-name': 'Vicerra P.M.M.'}, '@seq': '1', 'ce:initials': 'P.M.M.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Vicerra', '@auid': '57211598751', 'author-url': 'https://api.elsevier.com/content/author/author_id/57211598751', 'ce:indexed-name': 'Vicerra P.M.M.'}]",10.1371/journal.pone.0259154
250,72.0,7.0,New Adaptive Surrogate-Based Approach Combined Swarm Optimizer Assisted Less Tuning Cost of Dynamic Production-Inventory Control System,"[{'ce:given-name': 'Amir', 'preferred-name': {'ce:given-name': 'Amir', 'ce:initials': 'A.', 'ce:surname': 'Parnianifard', 'ce:indexed-name': 'Parnianifard A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Parnianifard', '@auid': '57240218700', 'author-url': 'https://api.elsevier.com/content/author/author_id/57240218700', 'ce:indexed-name': 'Parnianifard A.'}]",10.1109/ACCESS.2021.3122166
251,0.0,0.0,Verbal complexes in thai,"[{'ce:given-name': 'Kingkarn', 'preferred-name': {'ce:given-name': 'Kingkarn', 'ce:initials': 'K.', 'ce:surname': 'Thepkanjana', 'ce:indexed-name': 'Thepkanjana K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:degrees': 'Ph.D., Prof.', 'ce:surname': 'Thepkanjana', '@auid': '24802411800', 'author-url': 'https://api.elsevier.com/content/author/author_id/24802411800', 'ce:indexed-name': 'Thepkanjana K.'}]",10.1093/oso/9780198759508.003.0019
252,20.0,1.0,THE SENKAKU/DIAOYU ISLANDS DISPUTE: A DISPUTE FOR DISPUTE’S SAKE,"[{'ce:given-name': 'Balazs', 'preferred-name': {'ce:given-name': 'Balazs', 'ce:initials': 'B.', 'ce:surname': 'Szanto', 'ce:indexed-name': 'Szanto B.'}, '@seq': '1', 'ce:initials': 'B.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Szanto', '@auid': '57200588327', 'author-url': 'https://api.elsevier.com/content/author/author_id/57200588327', 'ce:indexed-name': 'Szanto B.'}]",10.1080/03068374.2021.1950414
253,,,Editorial: Online art projects during COVID-19,"[{'ce:given-name': 'Bussakorn', 'preferred-name': {'ce:given-name': 'Bussakorn', 'ce:initials': 'B.', 'ce:surname': 'Binson', 'ce:indexed-name': 'Binson B.'}, '@seq': '1', 'ce:initials': 'B.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Binson', '@auid': '6506549197', 'author-url': 'https://api.elsevier.com/content/author/author_id/6506549197', 'ce:indexed-name': 'Binson B.'}]",
254,,,Inspection and understanding of sewer network condition in Dindaeng district (Thailand),"[{'ce:given-name': 'Hnin Ei', 'preferred-name': {'ce:given-name': 'Hnin Ei', 'ce:initials': 'H.E.', 'ce:surname': 'Phyu', 'ce:indexed-name': 'Phyu H.E.'}, '@seq': '1', 'ce:initials': 'H.E.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Phyu', '@auid': '57224448414', 'author-url': 'https://api.elsevier.com/content/author/author_id/57224448414', 'ce:indexed-name': 'Phyu H.E.'}]",10.35762/AER.2021.43.2.4
255,0.0,0.0,Preface,"[{'ce:given-name': 'Vladimir', 'preferred-name': {'ce:given-name': 'Vladimir', 'ce:initials': 'V.', 'ce:surname': 'Khovaylo', 'ce:indexed-name': 'Khovaylo V.'}, '@seq': '1', 'ce:initials': 'V.', '@_fa': 'true', 'affiliation': {'@id': '60068681', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60068681'}, 'ce:surname': 'Khovaylo', '@auid': '10639803100', 'author-url': 'https://api.elsevier.com/content/author/author_id/10639803100', 'ce:indexed-name': 'Khovaylo V.'}]",
256,48.0,1.0,Erratum: Erianthridin Induces Non-small Cell Lung Cancer Cell Apoptosis through the Suppression of Extracellular Signal-regulated Kinase Activity (Planta Med (2021) DOI:10.1055/a-1295-8606),"[{'ce:given-name': 'Sirima', 'preferred-name': {'ce:given-name': 'Sirima', 'ce:initials': 'S.', 'ce:surname': 'Boonjing', 'ce:indexed-name': 'Boonjing S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Boonjing', '@auid': '57215331751', 'author-url': 'https://api.elsevier.com/content/author/author_id/57215331751', 'ce:indexed-name': 'Boonjing S.'}]",10.1055/a-1405-4720
257,,,COVID-19: Lessons from Thailand,"[{'ce:given-name': 'Nattachai', 'preferred-name': {'ce:given-name': 'Nattachai', 'ce:initials': 'N.', 'ce:surname': 'Srisawat', 'ce:indexed-name': 'Srisawat N.'}, '@seq': '1', 'ce:initials': 'N.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Srisawat', '@auid': '15137204300', 'author-url': 'https://api.elsevier.com/content/author/author_id/15137204300', 'ce:indexed-name': 'Srisawat N.'}]",10.47102/annals-acadmedsg.2020408
258,34.0,9.0,Integrated analysis for Transportation Systems in the Connected Era,"[{'ce:given-name': 'Wei', 'preferred-name': {'ce:given-name': 'Wei', 'ce:initials': 'W.', 'ce:surname': 'Liu', 'ce:indexed-name': 'Liu W.'}, '@seq': '1', 'ce:initials': 'W.', '@_fa': 'true', 'affiliation': {'@id': '60028333', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028333'}, 'ce:surname': 'Liu', '@auid': '58478032200', 'author-url': 'https://api.elsevier.com/content/author/author_id/58478032200', 'ce:indexed-name': 'Liu W.'}]",10.1080/23249935.2020.1810821
259,,,"Evolutionary and Genetic Recombination Analyses of Coxsackievirus A6 Variants Associated with Hand, Foot, and Mouth Disease Outbreaks in Thailand between 2019 and 2022","[{'ce:given-name': 'Jiratchaya', 'preferred-name': {'ce:given-name': 'Jiratchaya', 'ce:initials': 'J.', 'ce:surname': 'Puenpa', 'ce:indexed-name': 'Puenpa J.'}, '@seq': '1', 'ce:initials': 'J.', '@_fa': 'true', 'affiliation': {'@id': '60002620', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002620'}, 'ce:surname': 'Puenpa', '@auid': '49663875500', 'author-url': 'https://api.elsevier.com/content/author/author_id/49663875500', 'ce:indexed-name': 'Puenpa J.'}]",10.3390/v15010073
260,,,"Boys for beauty (1999): Participatory mode, camp aesthetic, bentu discourse","[{'ce:given-name': 'Shi-Yan', 'preferred-name': {'ce:given-name': 'Shi Yan', 'ce:initials': 'S.Y.', 'ce:surname': 'Chao', 'ce:indexed-name': 'Chao S.Y.'}, '@seq': '1', 'ce:initials': 'S.-Y.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Chao', '@auid': '58061547400', 'author-url': 'https://api.elsevier.com/content/author/author_id/58061547400', 'ce:indexed-name': 'Chao S.-Y.'}]",
261,,,A fully covered self-expandable metallic stent as a cystic-duct overtube facilitated stone removal from a gallbladder,"[{'ce:given-name': 'Wiriyaporn', 'preferred-name': {'ce:given-name': 'Wiriyaporn', 'ce:initials': 'W.', 'ce:surname': 'Ridtitid', 'ce:indexed-name': 'Ridtitid W.'}, '@seq': '1', 'ce:initials': 'W.', '@_fa': 'true', 'affiliation': [{'@id': '60002620', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002620'}, {'@id': '60022183', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60022183'}], 'ce:surname': 'Ridtitid', '@auid': '57204585451', 'author-url': 'https://api.elsevier.com/content/author/author_id/57204585451', 'ce:indexed-name': 'Ridtitid W.'}]",10.1055/a-1824-5099
262,,,Incidence and Predictive Factors Associated With Delayed Extubation After Pediatric Neurosurgery,"[{'ce:given-name': 'Sunisa', 'preferred-name': {'ce:given-name': 'Sunisa', 'ce:initials': 'S.', 'ce:surname': 'Sangtongjaraskul', 'ce:indexed-name': 'Sangtongjaraskul S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60002620', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002620'}, 'ce:surname': 'Sangtongjaraskul', '@auid': '57189581755', 'author-url': 'https://api.elsevier.com/content/author/author_id/57189581755', 'ce:indexed-name': 'Sangtongjaraskul S.'}]",10.6859/aja.202212_60(4).0005
263,59.0,2.0,Genetic diagnosis for adult patients at a genetic clinic,"[{'ce:given-name': 'Kitiwan', 'preferred-name': {'ce:given-name': 'Kitiwan', 'ce:initials': 'K.', 'ce:surname': 'Rojnueangnit', 'ce:indexed-name': 'Rojnueangnit K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60013939', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013939'}, 'ce:surname': 'Rojnueangnit', '@auid': '36553392600', 'author-url': 'https://api.elsevier.com/content/author/author_id/36553392600', 'ce:indexed-name': 'Rojnueangnit K.'}]",10.1101/mcs.a006235
264,0.0,0.0,"Author Correction: A data driven approach in less expensive robust transmitting coverage and power optimization (Scientific Reports, (2022), 12, 1, (17725), 10.1038/s41598-022-21490-z)","[{'ce:given-name': 'Amir', 'preferred-name': {'ce:given-name': 'Amir', 'ce:initials': 'A.', 'ce:surname': 'Parnianifard', 'ce:indexed-name': 'Parnianifard A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Parnianifard', '@auid': '57240218700', 'author-url': 'https://api.elsevier.com/content/author/author_id/57240218700', 'ce:indexed-name': 'Parnianifard A.'}]",10.1038/s41598-022-26360-2
265,0.0,0.0,"Author Correction: Sampling from four geographically divergent young female populations demonstrates forensic geolocation potential in microbiomes (Scientific Reports, (2022), 12, 1, (18547), 10.1038/s41598-022-21779-z)","[{'ce:given-name': 'Thomas', 'preferred-name': {'ce:given-name': 'Thomas', 'ce:initials': 'T.', 'ce:surname': 'Clarke', 'ce:indexed-name': 'Clarke T.'}, '@seq': '1', 'ce:initials': 'T.', '@_fa': 'true', 'affiliation': {'@id': '60004876', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60004876'}, 'ce:surname': 'Clarke', '@auid': '56180558900', 'author-url': 'https://api.elsevier.com/content/author/author_id/56180558900', 'ce:indexed-name': 'Clarke T.'}]",10.1038/s41598-022-26505-3
266,50.0,4.0,Efficacy and mechanism of the antinociceptive effects of cannabidiol on acute orofacial nociception induced by Complete Freund's Adjuvant in male Mus musculus mice,"[{'ce:given-name': 'Aree', 'preferred-name': {'ce:given-name': 'Aree', 'ce:initials': 'A.', 'ce:surname': 'Wanasuntronwong', 'ce:indexed-name': 'Wanasuntronwong A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '60091468', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60091468'}, 'ce:surname': 'Wanasuntronwong', '@auid': '55326227300', 'author-url': 'https://api.elsevier.com/content/author/author_id/55326227300', 'ce:indexed-name': 'Wanasuntronwong A.'}]",10.1016/j.archoralbio.2022.105570
267,0.0,0.0,"Publisher Correction: Fundamental social motives measured across forty-two cultures in two waves (Scientific Data, (2022), 9, 1, (499), 10.1038/s41597-022-01579-w)","[{'ce:given-name': 'Cari M.', 'preferred-name': {'ce:given-name': 'Cari M.', 'ce:initials': 'C.M.', 'ce:surname': 'Pick', 'ce:indexed-name': 'Pick C.M.'}, '@seq': '1', 'ce:initials': 'C.M.', '@_fa': 'true', 'affiliation': [{'@id': '60003892', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60003892'}, {'@id': '60002913', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002913'}], 'ce:surname': 'Pick', '@auid': '57208275869', 'author-url': 'https://api.elsevier.com/content/author/author_id/57208275869', 'ce:indexed-name': 'Pick C.M.'}]",10.1038/s41597-022-01672-0
268,0.0,0.0,"Author Correction: Valorization of spent disposable wooden chopstick as the CO2 adsorbent for a CO2/H2 mixed gas purification (Scientific Reports, (2022), 12, 1, (6250), 10.1038/s41598-022-10197-w)","[{'ce:given-name': 'Wanida', 'preferred-name': {'ce:given-name': 'Wanida', 'ce:initials': 'W.', 'ce:surname': 'Koo-amornpattana', 'ce:indexed-name': 'Koo-amornpattana W.'}, '@seq': '1', 'ce:initials': 'W.', '@_fa': 'true', 'affiliation': {'@id': '60012718', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60012718'}, 'ce:surname': 'Koo-amornpattana', '@auid': '55213424800', 'author-url': 'https://api.elsevier.com/content/author/author_id/55213424800', 'ce:indexed-name': 'Koo-amornpattana W.'}]",10.1038/s41598-022-15531-w
269,0.0,0.0,"Publisher Correction: Myzorhynchus series of Anopheles mosquitoes as potential vectors of Plasmodium bubalis in Thailand (Scientific Reports, (2022), 12, 1, (5747), 10.1038/s41598-022-09686-9)","[{'ce:given-name': 'Yudhi Ratna', 'preferred-name': {'ce:given-name': 'Yudhi Ratna', 'ce:initials': 'Y.R.', 'ce:surname': 'Nugraheni', 'ce:indexed-name': 'Nugraheni Y.R.'}, '@seq': '1', 'ce:initials': 'Y.R.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60069380', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60069380'}], 'ce:surname': 'Nugraheni', '@auid': '57202464831', 'author-url': 'https://api.elsevier.com/content/author/author_id/57202464831', 'ce:indexed-name': 'Nugraheni Y.R.'}]",10.1038/s41598-022-10860-2
